,Content ID,Type,Datetime,Reaction Score,Category,Category Wise,,
14255,bc604b62-adbc-4c93-a2ae-602160714d1c,dislike,10/10/2020,10,cooking,In top 5,,
14256,bc604b62-adbc-4c93-a2ae-602160714d1c,indifferent,12/31/2020,20,cooking,In top 5,,
14257,bc604b62-adbc-4c93-a2ae-602160714d1c,hate,2/20/2021,5,cooking,In top 5,,
14258,bc604b62-adbc-4c93-a2ae-602160714d1c,dislike,7/15/2020,10,cooking,In top 5,,
14259,bc604b62-adbc-4c93-a2ae-602160714d1c,worried,10/29/2020,12,cooking,In top 5,,
14260,bc604b62-adbc-4c93-a2ae-602160714d1c,heart,2/17/2021,60,cooking,In top 5,,
14261,bc604b62-adbc-4c93-a2ae-602160714d1c,interested,3/24/2021,30,cooking,In top 5,,
14262,bc604b62-adbc-4c93-a2ae-602160714d1c,disgust,4/4/2021,0,cooking,In top 5,,
14263,bc604b62-adbc-4c93-a2ae-602160714d1c,love,7/26/2020,65,cooking,In top 5,,
14264,bc604b62-adbc-4c93-a2ae-602160714d1c,super love,5/13/2021,75,cooking,In top 5,,
14265,bc604b62-adbc-4c93-a2ae-602160714d1c,interested,6/28/2020,30,cooking,In top 5,,
14266,bc604b62-adbc-4c93-a2ae-602160714d1c,super love,6/13/2021,75,cooking,In top 5,,
14267,bc604b62-adbc-4c93-a2ae-602160714d1c,like,9/26/2020,50,cooking,In top 5,,
14268,bc604b62-adbc-4c93-a2ae-602160714d1c,disgust,10/1/2020,0,cooking,In top 5,,
14269,bc604b62-adbc-4c93-a2ae-602160714d1c,intrigued,11/12/2020,45,cooking,In top 5,,
14270,bc604b62-adbc-4c93-a2ae-602160714d1c,worried,11/28/2020,12,cooking,In top 5,,
14271,bc604b62-adbc-4c93-a2ae-602160714d1c,scared,3/13/2021,15,cooking,In top 5,,
14272,bc604b62-adbc-4c93-a2ae-602160714d1c,peeking,9/22/2020,35,cooking,In top 5,,
14273,bc604b62-adbc-4c93-a2ae-602160714d1c,interested,8/20/2020,30,cooking,In top 5,,
14274,bc604b62-adbc-4c93-a2ae-602160714d1c,hate,5/15/2021,5,cooking,In top 5,,
14276,e4487829-621f-4265-8665-42a4c0610745,scared,6/10/2021,15,food,In top 5,,
14277,e4487829-621f-4265-8665-42a4c0610745,peeking,4/24/2021,35,food,In top 5,,
14280,3ea56656-03ef-4199-b253-b5241ee21eb7,disgust,1/19/2021,0,veganism,In top 5,,
14281,3ea56656-03ef-4199-b253-b5241ee21eb7,dislike,6/14/2021,10,veganism,In top 5,,
14282,3ea56656-03ef-4199-b253-b5241ee21eb7,super love,3/19/2021,75,veganism,In top 5,,
14283,3ea56656-03ef-4199-b253-b5241ee21eb7,adore,11/1/2020,72,veganism,In top 5,,
14284,3ea56656-03ef-4199-b253-b5241ee21eb7,hate,8/12/2020,5,veganism,In top 5,,
14285,3ea56656-03ef-4199-b253-b5241ee21eb7,want,7/2/2020,70,veganism,In top 5,,
14286,3ea56656-03ef-4199-b253-b5241ee21eb7,like,4/14/2021,50,veganism,In top 5,,
14288,55d5d3f9-566c-4fcc-b24e-02ca826cce58,dislike,4/13/2021,10,science,In top 5,,
14289,55d5d3f9-566c-4fcc-b24e-02ca826cce58,love,7/22/2020,65,science,In top 5,,
14290,55d5d3f9-566c-4fcc-b24e-02ca826cce58,heart,7/19/2020,60,science,In top 5,,
14291,55d5d3f9-566c-4fcc-b24e-02ca826cce58,disgust,10/7/2020,0,science,In top 5,,
14292,55d5d3f9-566c-4fcc-b24e-02ca826cce58,indifferent,11/29/2020,20,science,In top 5,,
14293,55d5d3f9-566c-4fcc-b24e-02ca826cce58,like,6/9/2021,50,science,In top 5,,
14294,55d5d3f9-566c-4fcc-b24e-02ca826cce58,indifferent,11/21/2020,20,science,In top 5,,
14295,55d5d3f9-566c-4fcc-b24e-02ca826cce58,hate,4/23/2021,5,science,In top 5,,
14296,55d5d3f9-566c-4fcc-b24e-02ca826cce58,want,11/23/2020,70,science,In top 5,,
14297,55d5d3f9-566c-4fcc-b24e-02ca826cce58,love,10/21/2020,65,science,In top 5,,
14298,55d5d3f9-566c-4fcc-b24e-02ca826cce58,peeking,6/24/2020,35,science,In top 5,,
14299,55d5d3f9-566c-4fcc-b24e-02ca826cce58,scared,5/3/2021,15,science,In top 5,,
14300,55d5d3f9-566c-4fcc-b24e-02ca826cce58,cherish,2/1/2021,70,science,In top 5,,
14301,55d5d3f9-566c-4fcc-b24e-02ca826cce58,scared,6/13/2021,15,science,In top 5,,
14302,55d5d3f9-566c-4fcc-b24e-02ca826cce58,interested,4/10/2021,30,science,In top 5,,
14303,55d5d3f9-566c-4fcc-b24e-02ca826cce58,love,11/30/2020,65,science,In top 5,,
14304,55d5d3f9-566c-4fcc-b24e-02ca826cce58,indifferent,11/15/2020,20,science,In top 5,,
14305,55d5d3f9-566c-4fcc-b24e-02ca826cce58,like,2/19/2021,50,science,In top 5,,
14306,55d5d3f9-566c-4fcc-b24e-02ca826cce58,like,10/30/2020,50,science,In top 5,,
14307,55d5d3f9-566c-4fcc-b24e-02ca826cce58,super love,10/30/2020,75,science,In top 5,,
14308,55d5d3f9-566c-4fcc-b24e-02ca826cce58,scared,9/14/2020,15,science,In top 5,,
14309,55d5d3f9-566c-4fcc-b24e-02ca826cce58,peeking,1/5/2021,35,science,In top 5,,
14310,55d5d3f9-566c-4fcc-b24e-02ca826cce58,heart,2/9/2021,60,science,In top 5,,
14311,55d5d3f9-566c-4fcc-b24e-02ca826cce58,like,1/31/2021,50,science,In top 5,,
14312,55d5d3f9-566c-4fcc-b24e-02ca826cce58,want,2/12/2021,70,science,In top 5,,
14313,55d5d3f9-566c-4fcc-b24e-02ca826cce58,indifferent,2/27/2021,20,science,In top 5,,
14314,55d5d3f9-566c-4fcc-b24e-02ca826cce58,indifferent,10/13/2020,20,science,In top 5,,
14315,55d5d3f9-566c-4fcc-b24e-02ca826cce58,worried,9/21/2020,12,science,In top 5,,
14316,55d5d3f9-566c-4fcc-b24e-02ca826cce58,adore,5/2/2021,72,science,In top 5,,
14317,55d5d3f9-566c-4fcc-b24e-02ca826cce58,hate,9/17/2020,5,science,In top 5,,
14318,55d5d3f9-566c-4fcc-b24e-02ca826cce58,cherish,6/21/2020,70,science,In top 5,,
14319,55d5d3f9-566c-4fcc-b24e-02ca826cce58,adore,11/26/2020,72,science,In top 5,,
14321,27026304-2cb5-4d64-9959-9ff0328aaa03,dislike,3/1/2021,10,dogs,In top 5,,
14322,27026304-2cb5-4d64-9959-9ff0328aaa03,dislike,9/27/2020,10,dogs,In top 5,,
14323,27026304-2cb5-4d64-9959-9ff0328aaa03,heart,10/30/2020,60,dogs,In top 5,,
14324,27026304-2cb5-4d64-9959-9ff0328aaa03,love,11/9/2020,65,dogs,In top 5,,
14325,27026304-2cb5-4d64-9959-9ff0328aaa03,hate,7/21/2020,5,dogs,In top 5,,
14326,27026304-2cb5-4d64-9959-9ff0328aaa03,hate,10/19/2020,5,dogs,In top 5,,
14327,27026304-2cb5-4d64-9959-9ff0328aaa03,disgust,3/25/2021,0,dogs,In top 5,,
14328,27026304-2cb5-4d64-9959-9ff0328aaa03,interested,12/19/2020,30,dogs,In top 5,,
14329,27026304-2cb5-4d64-9959-9ff0328aaa03,scared,4/14/2021,15,dogs,In top 5,,
14330,27026304-2cb5-4d64-9959-9ff0328aaa03,peeking,8/8/2020,35,dogs,In top 5,,
14331,27026304-2cb5-4d64-9959-9ff0328aaa03,super love,1/8/2021,75,dogs,In top 5,,
14332,27026304-2cb5-4d64-9959-9ff0328aaa03,heart,9/3/2020,60,dogs,In top 5,,
14333,27026304-2cb5-4d64-9959-9ff0328aaa03,intrigued,8/17/2020,45,dogs,In top 5,,
14334,27026304-2cb5-4d64-9959-9ff0328aaa03,intrigued,2/15/2021,45,dogs,In top 5,,
14335,27026304-2cb5-4d64-9959-9ff0328aaa03,disgust,9/23/2020,0,dogs,In top 5,,
14336,27026304-2cb5-4d64-9959-9ff0328aaa03,heart,1/12/2021,60,dogs,In top 5,,
14338,d3cc1365-2267-4b4a-8a06-40065d7ae0c9,scared,3/6/2021,15,public speaking,In top 5,,
14339,d3cc1365-2267-4b4a-8a06-40065d7ae0c9,want,7/22/2020,70,public speaking,In top 5,,
14340,d3cc1365-2267-4b4a-8a06-40065d7ae0c9,dislike,3/20/2021,10,public speaking,In top 5,,
14342,4b1c315b-84a8-400a-bb49-9fec7dc767d5,like,11/14/2020,50,fitness,In top 5,,
14343,4b1c315b-84a8-400a-bb49-9fec7dc767d5,scared,4/13/2021,15,fitness,In top 5,,
14344,4b1c315b-84a8-400a-bb49-9fec7dc767d5,interested,4/11/2021,30,fitness,In top 5,,
14345,4b1c315b-84a8-400a-bb49-9fec7dc767d5,heart,8/8/2020,60,fitness,In top 5,,
14346,4b1c315b-84a8-400a-bb49-9fec7dc767d5,scared,8/8/2020,15,fitness,In top 5,,
14347,4b1c315b-84a8-400a-bb49-9fec7dc767d5,intrigued,8/23/2020,45,fitness,In top 5,,
14348,4b1c315b-84a8-400a-bb49-9fec7dc767d5,interested,7/18/2020,30,fitness,In top 5,,
14349,4b1c315b-84a8-400a-bb49-9fec7dc767d5,indifferent,9/8/2020,20,fitness,In top 5,,
14350,4b1c315b-84a8-400a-bb49-9fec7dc767d5,super love,12/19/2020,75,fitness,In top 5,,
14351,4b1c315b-84a8-400a-bb49-9fec7dc767d5,peeking,10/28/2020,35,fitness,In top 5,,
14352,4b1c315b-84a8-400a-bb49-9fec7dc767d5,interested,3/17/2021,30,fitness,In top 5,,
14353,4b1c315b-84a8-400a-bb49-9fec7dc767d5,love,9/16/2020,65,fitness,In top 5,,
14354,4b1c315b-84a8-400a-bb49-9fec7dc767d5,adore,8/2/2020,72,fitness,In top 5,,
14355,4b1c315b-84a8-400a-bb49-9fec7dc767d5,heart,12/17/2020,60,fitness,In top 5,,
14356,4b1c315b-84a8-400a-bb49-9fec7dc767d5,disgust,12/15/2020,0,fitness,In top 5,,
14357,4b1c315b-84a8-400a-bb49-9fec7dc767d5,dislike,5/28/2021,10,fitness,In top 5,,
14358,4b1c315b-84a8-400a-bb49-9fec7dc767d5,love,7/2/2020,65,fitness,In top 5,,
14359,4b1c315b-84a8-400a-bb49-9fec7dc767d5,heart,5/27/2021,60,fitness,In top 5,,
14360,4b1c315b-84a8-400a-bb49-9fec7dc767d5,dislike,5/21/2021,10,fitness,In top 5,,
14361,4b1c315b-84a8-400a-bb49-9fec7dc767d5,intrigued,7/9/2020,45,fitness,In top 5,,
14362,4b1c315b-84a8-400a-bb49-9fec7dc767d5,dislike,2/7/2021,10,fitness,In top 5,,
14363,4b1c315b-84a8-400a-bb49-9fec7dc767d5,disgust,1/31/2021,0,fitness,In top 5,,
14364,4b1c315b-84a8-400a-bb49-9fec7dc767d5,intrigued,2/9/2021,45,fitness,In top 5,,
14365,4b1c315b-84a8-400a-bb49-9fec7dc767d5,disgust,2/5/2021,0,fitness,In top 5,,
14366,4b1c315b-84a8-400a-bb49-9fec7dc767d5,intrigued,10/29/2020,45,fitness,In top 5,,
14367,4b1c315b-84a8-400a-bb49-9fec7dc767d5,dislike,2/1/2021,10,fitness,In top 5,,
14368,4b1c315b-84a8-400a-bb49-9fec7dc767d5,peeking,1/20/2021,35,fitness,In top 5,,
14369,4b1c315b-84a8-400a-bb49-9fec7dc767d5,scared,10/19/2020,15,fitness,In top 5,,
14370,4b1c315b-84a8-400a-bb49-9fec7dc767d5,peeking,7/29/2020,35,fitness,In top 5,,
14371,4b1c315b-84a8-400a-bb49-9fec7dc767d5,worried,10/28/2020,12,fitness,In top 5,,
14373,90418e93-aa5a-4608-866e-25464b617c9b,dislike,12/6/2020,10,science,In top 5,,
14374,90418e93-aa5a-4608-866e-25464b617c9b,super love,9/4/2020,75,science,In top 5,,
14375,90418e93-aa5a-4608-866e-25464b617c9b,dislike,1/3/2021,10,science,In top 5,,
14376,90418e93-aa5a-4608-866e-25464b617c9b,disgust,4/29/2021,0,science,In top 5,,
14377,90418e93-aa5a-4608-866e-25464b617c9b,intrigued,10/17/2020,45,science,In top 5,,
14378,90418e93-aa5a-4608-866e-25464b617c9b,interested,2/5/2021,30,science,In top 5,,
14379,90418e93-aa5a-4608-866e-25464b617c9b,cherish,4/21/2021,70,science,In top 5,,
14380,90418e93-aa5a-4608-866e-25464b617c9b,intrigued,8/9/2020,45,science,In top 5,,
14381,90418e93-aa5a-4608-866e-25464b617c9b,intrigued,12/26/2020,45,science,In top 5,,
14382,90418e93-aa5a-4608-866e-25464b617c9b,want,8/27/2020,70,science,In top 5,,
14383,90418e93-aa5a-4608-866e-25464b617c9b,super love,10/11/2020,75,science,In top 5,,
14384,90418e93-aa5a-4608-866e-25464b617c9b,peeking,9/8/2020,35,science,In top 5,,
14385,90418e93-aa5a-4608-866e-25464b617c9b,want,8/31/2020,70,science,In top 5,,
14386,90418e93-aa5a-4608-866e-25464b617c9b,scared,7/19/2020,15,science,In top 5,,
14387,90418e93-aa5a-4608-866e-25464b617c9b,indifferent,6/10/2021,20,science,In top 5,,
14388,90418e93-aa5a-4608-866e-25464b617c9b,indifferent,9/14/2020,20,science,In top 5,,
14389,90418e93-aa5a-4608-866e-25464b617c9b,super love,9/20/2020,75,science,In top 5,,
14390,90418e93-aa5a-4608-866e-25464b617c9b,adore,4/24/2021,72,science,In top 5,,
14391,90418e93-aa5a-4608-866e-25464b617c9b,adore,7/28/2020,72,science,In top 5,,
14392,90418e93-aa5a-4608-866e-25464b617c9b,super love,4/29/2021,75,science,In top 5,,
14393,90418e93-aa5a-4608-866e-25464b617c9b,heart,5/11/2021,60,science,In top 5,,
14394,90418e93-aa5a-4608-866e-25464b617c9b,indifferent,11/8/2020,20,science,In top 5,,
14395,90418e93-aa5a-4608-866e-25464b617c9b,super love,3/10/2021,75,science,In top 5,,
14396,90418e93-aa5a-4608-866e-25464b617c9b,cherish,3/1/2021,70,science,In top 5,,
14398,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,peeking,4/25/2021,35,soccer,In top 5,,
14399,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,worried,1/18/2021,12,soccer,In top 5,,
14400,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,hate,6/6/2021,5,soccer,In top 5,,
14401,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,want,5/13/2021,70,soccer,In top 5,,
14402,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,interested,12/4/2020,30,soccer,In top 5,,
14403,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,like,7/17/2020,50,soccer,In top 5,,
14404,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,want,10/9/2020,70,soccer,In top 5,,
14405,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,hate,1/31/2021,5,soccer,In top 5,,
14406,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,intrigued,5/26/2021,45,soccer,In top 5,,
14407,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,cherish,1/17/2021,70,soccer,In top 5,,
14408,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,intrigued,3/21/2021,45,soccer,In top 5,,
14409,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,like,3/25/2021,50,soccer,In top 5,,
14410,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,disgust,9/5/2020,0,soccer,In top 5,,
14411,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,love,8/7/2020,65,soccer,In top 5,,
14412,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,indifferent,8/22/2020,20,soccer,In top 5,,
14413,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,indifferent,8/26/2020,20,soccer,In top 5,,
14414,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,hate,5/6/2021,5,soccer,In top 5,,
14415,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,heart,4/14/2021,60,soccer,In top 5,,
14416,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,peeking,8/16/2020,35,soccer,In top 5,,
14417,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,dislike,4/27/2021,10,soccer,In top 5,,
14418,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,super love,4/29/2021,75,soccer,In top 5,,
14419,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,dislike,8/4/2020,10,soccer,In top 5,,
14420,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,want,4/24/2021,70,soccer,In top 5,,
14421,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,cherish,1/16/2021,70,soccer,In top 5,,
14422,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,scared,9/9/2020,15,soccer,In top 5,,
14423,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,interested,12/4/2020,30,soccer,In top 5,,
14424,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,cherish,9/13/2020,70,soccer,In top 5,,
14425,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,scared,10/2/2020,15,soccer,In top 5,,
14426,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,intrigued,2/12/2021,45,soccer,In top 5,,
14427,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,disgust,8/30/2020,0,soccer,In top 5,,
14428,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,peeking,11/23/2020,35,soccer,In top 5,,
14429,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,adore,1/19/2021,72,soccer,In top 5,,
14430,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,worried,7/14/2020,12,soccer,In top 5,,
14431,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,peeking,4/8/2021,35,soccer,In top 5,,
14432,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,adore,10/24/2020,72,soccer,In top 5,,
14433,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,indifferent,11/10/2020,20,soccer,In top 5,,
14434,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,interested,1/29/2021,30,soccer,In top 5,,
14435,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,scared,6/21/2020,15,soccer,In top 5,,
14436,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,super love,12/18/2020,75,soccer,In top 5,,
14437,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,hate,10/21/2020,5,soccer,In top 5,,
14438,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,heart,8/3/2020,60,soccer,In top 5,,
14439,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,intrigued,5/5/2021,45,soccer,In top 5,,
14440,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,intrigued,7/13/2020,45,soccer,In top 5,,
14441,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,adore,2/25/2021,72,soccer,In top 5,,
14443,8cabe738-41cd-47e1-82e2-20972f320fb1,intrigued,2/3/2021,45,public speaking,In top 5,,
14444,8cabe738-41cd-47e1-82e2-20972f320fb1,intrigued,9/1/2020,45,public speaking,In top 5,,
14445,8cabe738-41cd-47e1-82e2-20972f320fb1,scared,3/26/2021,15,public speaking,In top 5,,
14446,8cabe738-41cd-47e1-82e2-20972f320fb1,disgust,10/22/2020,0,public speaking,In top 5,,
14447,8cabe738-41cd-47e1-82e2-20972f320fb1,heart,7/8/2020,60,public speaking,In top 5,,
14448,8cabe738-41cd-47e1-82e2-20972f320fb1,hate,2/8/2021,5,public speaking,In top 5,,
14449,8cabe738-41cd-47e1-82e2-20972f320fb1,hate,8/17/2020,5,public speaking,In top 5,,
14450,8cabe738-41cd-47e1-82e2-20972f320fb1,scared,3/6/2021,15,public speaking,In top 5,,
14451,8cabe738-41cd-47e1-82e2-20972f320fb1,interested,3/22/2021,30,public speaking,In top 5,,
14452,8cabe738-41cd-47e1-82e2-20972f320fb1,hate,3/1/2021,5,public speaking,In top 5,,
14453,8cabe738-41cd-47e1-82e2-20972f320fb1,love,6/11/2021,65,public speaking,In top 5,,
14454,8cabe738-41cd-47e1-82e2-20972f320fb1,adore,1/27/2021,72,public speaking,In top 5,,
14455,8cabe738-41cd-47e1-82e2-20972f320fb1,intrigued,2/19/2021,45,public speaking,In top 5,,
14456,8cabe738-41cd-47e1-82e2-20972f320fb1,hate,1/21/2021,5,public speaking,In top 5,,
14457,8cabe738-41cd-47e1-82e2-20972f320fb1,cherish,5/27/2021,70,public speaking,In top 5,,
14458,8cabe738-41cd-47e1-82e2-20972f320fb1,want,6/24/2020,70,public speaking,In top 5,,
14459,8cabe738-41cd-47e1-82e2-20972f320fb1,super love,11/22/2020,75,public speaking,In top 5,,
14460,8cabe738-41cd-47e1-82e2-20972f320fb1,disgust,7/19/2020,0,public speaking,In top 5,,
14461,8cabe738-41cd-47e1-82e2-20972f320fb1,disgust,11/19/2020,0,public speaking,In top 5,,
14463,b2055111-9b7b-4a05-9f07-ac190a5391f0,dislike,6/22/2020,10,Food,In top 5,,
14464,b2055111-9b7b-4a05-9f07-ac190a5391f0,like,2/19/2021,50,Food,In top 5,,
14465,b2055111-9b7b-4a05-9f07-ac190a5391f0,hate,2/10/2021,5,Food,In top 5,,
14466,b2055111-9b7b-4a05-9f07-ac190a5391f0,want,7/14/2020,70,Food,In top 5,,
14467,b2055111-9b7b-4a05-9f07-ac190a5391f0,like,8/19/2020,50,Food,In top 5,,
14468,b2055111-9b7b-4a05-9f07-ac190a5391f0,disgust,8/6/2020,0,Food,In top 5,,
14469,b2055111-9b7b-4a05-9f07-ac190a5391f0,peeking,9/12/2020,35,Food,In top 5,,
14470,b2055111-9b7b-4a05-9f07-ac190a5391f0,indifferent,11/30/2020,20,Food,In top 5,,
14471,b2055111-9b7b-4a05-9f07-ac190a5391f0,hate,8/19/2020,5,Food,In top 5,,
14472,b2055111-9b7b-4a05-9f07-ac190a5391f0,scared,2/1/2021,15,Food,In top 5,,
14473,b2055111-9b7b-4a05-9f07-ac190a5391f0,heart,1/26/2021,60,Food,In top 5,,
14474,b2055111-9b7b-4a05-9f07-ac190a5391f0,super love,6/8/2021,75,Food,In top 5,,
14475,b2055111-9b7b-4a05-9f07-ac190a5391f0,interested,10/27/2020,30,Food,In top 5,,
14476,b2055111-9b7b-4a05-9f07-ac190a5391f0,dislike,4/3/2021,10,Food,In top 5,,
14477,b2055111-9b7b-4a05-9f07-ac190a5391f0,love,3/8/2021,65,Food,In top 5,,
14478,b2055111-9b7b-4a05-9f07-ac190a5391f0,peeking,7/26/2020,35,Food,In top 5,,
14479,b2055111-9b7b-4a05-9f07-ac190a5391f0,super love,9/20/2020,75,Food,In top 5,,
14480,b2055111-9b7b-4a05-9f07-ac190a5391f0,intrigued,6/7/2021,45,Food,In top 5,,
14481,b2055111-9b7b-4a05-9f07-ac190a5391f0,hate,10/24/2020,5,Food,In top 5,,
14482,b2055111-9b7b-4a05-9f07-ac190a5391f0,cherish,3/17/2021,70,Food,In top 5,,
14483,b2055111-9b7b-4a05-9f07-ac190a5391f0,love,1/6/2021,65,Food,In top 5,,
14484,b2055111-9b7b-4a05-9f07-ac190a5391f0,hate,8/17/2020,5,Food,In top 5,,
14485,b2055111-9b7b-4a05-9f07-ac190a5391f0,disgust,6/25/2020,0,Food,In top 5,,
14486,b2055111-9b7b-4a05-9f07-ac190a5391f0,peeking,6/15/2021,35,Food,In top 5,,
14487,b2055111-9b7b-4a05-9f07-ac190a5391f0,peeking,2/10/2021,35,Food,In top 5,,
14488,b2055111-9b7b-4a05-9f07-ac190a5391f0,intrigued,10/18/2020,45,Food,In top 5,,
14489,b2055111-9b7b-4a05-9f07-ac190a5391f0,dislike,1/23/2021,10,Food,In top 5,,
14490,b2055111-9b7b-4a05-9f07-ac190a5391f0,worried,7/19/2020,12,Food,In top 5,,
14491,b2055111-9b7b-4a05-9f07-ac190a5391f0,disgust,12/12/2020,0,Food,In top 5,,
14492,b2055111-9b7b-4a05-9f07-ac190a5391f0,disgust,2/22/2021,0,Food,In top 5,,
14493,b2055111-9b7b-4a05-9f07-ac190a5391f0,love,5/12/2021,65,Food,In top 5,,
14494,b2055111-9b7b-4a05-9f07-ac190a5391f0,hate,5/27/2021,5,Food,In top 5,,
14495,b2055111-9b7b-4a05-9f07-ac190a5391f0,adore,5/30/2021,72,Food,In top 5,,
14496,b2055111-9b7b-4a05-9f07-ac190a5391f0,disgust,8/13/2020,0,Food,In top 5,,
14497,b2055111-9b7b-4a05-9f07-ac190a5391f0,disgust,8/8/2020,0,Food,In top 5,,
14498,b2055111-9b7b-4a05-9f07-ac190a5391f0,worried,5/27/2021,12,Food,In top 5,,
14499,b2055111-9b7b-4a05-9f07-ac190a5391f0,cherish,5/5/2021,70,Food,In top 5,,
14500,b2055111-9b7b-4a05-9f07-ac190a5391f0,cherish,12/31/2020,70,Food,In top 5,,
14501,b2055111-9b7b-4a05-9f07-ac190a5391f0,heart,4/3/2021,60,Food,In top 5,,
14502,b2055111-9b7b-4a05-9f07-ac190a5391f0,want,11/12/2020,70,Food,In top 5,,
14503,b2055111-9b7b-4a05-9f07-ac190a5391f0,hate,6/22/2020,5,Food,In top 5,,
14504,b2055111-9b7b-4a05-9f07-ac190a5391f0,hate,4/11/2021,5,Food,In top 5,,
14505,b2055111-9b7b-4a05-9f07-ac190a5391f0,like,12/27/2020,50,Food,In top 5,,
14506,b2055111-9b7b-4a05-9f07-ac190a5391f0,like,9/16/2020,50,Food,In top 5,,
14507,b2055111-9b7b-4a05-9f07-ac190a5391f0,want,4/18/2021,70,Food,In top 5,,
14509,e3bb5693-091c-47de-b4b7-78e28b5fbb98,worried,9/5/2020,12,education,In top 5,,
14510,e3bb5693-091c-47de-b4b7-78e28b5fbb98,disgust,6/2/2021,0,education,In top 5,,
14511,e3bb5693-091c-47de-b4b7-78e28b5fbb98,scared,7/22/2020,15,education,In top 5,,
14512,e3bb5693-091c-47de-b4b7-78e28b5fbb98,love,4/21/2021,65,education,In top 5,,
14513,e3bb5693-091c-47de-b4b7-78e28b5fbb98,intrigued,2/3/2021,45,education,In top 5,,
14514,e3bb5693-091c-47de-b4b7-78e28b5fbb98,peeking,11/11/2020,35,education,In top 5,,
14515,e3bb5693-091c-47de-b4b7-78e28b5fbb98,worried,12/3/2020,12,education,In top 5,,
14516,e3bb5693-091c-47de-b4b7-78e28b5fbb98,heart,1/14/2021,60,education,In top 5,,
14517,e3bb5693-091c-47de-b4b7-78e28b5fbb98,worried,7/4/2020,12,education,In top 5,,
14518,e3bb5693-091c-47de-b4b7-78e28b5fbb98,love,6/27/2020,65,education,In top 5,,
14519,e3bb5693-091c-47de-b4b7-78e28b5fbb98,peeking,6/5/2021,35,education,In top 5,,
14520,e3bb5693-091c-47de-b4b7-78e28b5fbb98,indifferent,5/23/2021,20,education,In top 5,,
14521,e3bb5693-091c-47de-b4b7-78e28b5fbb98,like,4/2/2021,50,education,In top 5,,
14522,e3bb5693-091c-47de-b4b7-78e28b5fbb98,indifferent,2/18/2021,20,education,In top 5,,
14523,e3bb5693-091c-47de-b4b7-78e28b5fbb98,peeking,12/15/2020,35,education,In top 5,,
14524,e3bb5693-091c-47de-b4b7-78e28b5fbb98,cherish,2/20/2021,70,education,In top 5,,
14525,e3bb5693-091c-47de-b4b7-78e28b5fbb98,peeking,5/31/2021,35,education,In top 5,,
14526,e3bb5693-091c-47de-b4b7-78e28b5fbb98,worried,8/8/2020,12,education,In top 5,,
14527,e3bb5693-091c-47de-b4b7-78e28b5fbb98,disgust,6/27/2020,0,education,In top 5,,
14528,e3bb5693-091c-47de-b4b7-78e28b5fbb98,dislike,11/18/2020,10,education,In top 5,,
